Text Signature,Bytes Signature
"_acceptedTokenSafeTransfer(address,uint256)",0x61fde7be
"safeBfieTransfer(address,uint256)",0xff7cb4ba
"batchTransfer(uint256,address)",0xa51d6be0
setMaxDailyTransferAmount(uint256),0x337ca7a6
tokenTransfer(uint256),0xf755dad4
"safeWKSATransfer(address,uint256)",0x336e73fe
prepareTransferOwnership(address),0xeef2f891
"safeDOGSTransfer(address,uint256)",0x85539770
"redeemAndTransfer(address,uint256)",0xd271be3f
redeemAndTransferAll(address),0x0290cbc8
"setTransfer(address,uint256,uint256,address)",0x3c8ff979
"safeChickenTransfer(address,uint256)",0x62d12e0e
"safeWENTransfer(address,uint256)",0x3cbbb693
inCaseWrongTokenTransfer(address),0x2f792afc
"safeFexTransfer(address,uint256)",0xd01c0d3d
"safeCockTransfer(address,uint256)",0x27d05910
"customTransfer(address,uint256,uint256,uint256)",0xd98d32c9
getInboundTransferRules(address),0xc712943c
"safeTransfer(address,uint256,bool)",0x0addc354
"safeHoneyTransfer(uint256,address,uint256)",0x9be52494
calculateETHTransfers(uint256),0xff3d3c7a
unblockTransfers(),0x3efe78fd
"_setTransferGuuardianPause(address,bool)",0x57cd63a6
"_setConvertUnsafeTransferContracts(address,bool)",0x6899ef95
"_setRejectUnsafeTransferContracts(address,bool)",0x55506dd2
_noTransfer(),0xc60a6c30
"safeBasketTransfer(address,uint256)",0xf1971c9b
"safeCYCTransfer(address,uint256)",0x92e71722
"_safeTransferCommissions(address,uint256)",0xc60f2086
"safeSamxTransfer(address,uint256)",0x82040b29
"processkeepersBeforeTransfer(address,address,uint256)",0xde2db11c
setCheckedTransfers(bool),0x5c23a800
"safeBullTransfer(address,uint256)",0x7c34a0a7
"setTransferFees(uint256,uint256,uint256,uint256)",0xaae0acf8
calculateLastFileTransferAcceptanceFee(),0xd1b15b90
acceptLastFileTransfer(uint256),0x695e489c
"safeTransferFrom(address,address,address)",0xf7ac6490
manualTransfer(uint256),0x8b15a524
"safePXTTransfer(address,uint256)",0xa9d963eb
"addTokensTransferred(address,uint256)",0x8e630c18
getTotalTokensTransferredHistory(address),0xc458ec01
"safePlutusTransfer(address,uint256)",0x0a8e210e
"safeHAPYFTransfer(address,uint256)",0x928325ab
"safeHaremTransfer(address,uint256)",0x21833741
"preSaleTransferLockFrom(address,address,uint256)",0xe48f83f6
"publicSaleTransferLockFrom(address,address,uint256)",0xeded9272
checkAndTransferTT(uint256),0x844935b9
"rajaTransfer(address,address,uint256,uint256)",0x00efe12f
"basicTransfer(address,address,uint256)",0x60178c6b
"_applyRegularTransferDeflation(address,uint256)",0x2cfebcaf
"safeKatanaTransfer(address,uint256)",0xdb8792bd
TransferOwnerRequest(address),0xe3bb4dc6
"safeBTADTransfer(address,uint256)",0x5daa1236
"safeISWTransfer(address,uint256)",0x8f722ad4
TransferAllFundsOut(address),0x8de8e51b
"LowLevelTransfer(address,address,uint256)",0xe1d1ab59
updateTransferLeftOverAddress(address),0xa693b634
"safeEmoonTransfer(address,uint256)",0x0d387ac9
"safePremiaTransfer(address,uint256)",0x4018a764
IsTransferred(uint256),0x43c92098
"safeBioTransfer(address,uint256)",0xb424bb2f
parseTransfer(bytes),0x2b511375
"_importTransfer(address,address,uint256)",0xac00d440
"safeMMTransfer(address,uint256)",0x7b1a7cb3
"safeSwapShipTransfer(address,uint256)",0x2e7dfcc6
canTransferUST(bool),0x16f0ec72
"safeRainbowTransfer(address,uint256)",0xcd0aeb15
"safeDPCTransfer(address,uint256)",0xc0f49db5
lockUntilTransfer(uint256),0xe54623f5
"safeOnigiriTransfer(address,uint256)",0x378c9a68
"safeStoneTransfer(address,uint256)",0xe80ef2cb
"superTransferETH(uint256,bytes32,address,uint256)",0xbb5e3ef9
"superTransfer(uint256,bytes32,address,address,uint256)",0x3ff6ae24
"superTransferToken(uint256,bytes32,address,address,uint256)",0xd22b5f40
testTransferTemp(),0xe7ff6d43
fullTransferTemp(),0x30a0dbdc
"_attemptERC20Transfer(address,address,uint256)",0x1c940a31
"untrustedSafeTransferERC721(address,address,uint256)",0xd13450ac
mintAndTransferTo(address),0xde8f831a
"safeNoteTransfer(address,uint256)",0x4b03d6cf
"premintTransfer(address,uint256)",0x1e86484a
"exchangeTransfer(address,address,uint256,bool,bool)",0x15c33fed
"standardTransfer(address,address,uint256)",0xcc40c590
"liquidityTransfer(address,address,uint256)",0x8312a63a
_afterTokenTransfer(),0x90ab599c
"_safeSignedTransfer(address,address,uint256,bytes32,address)",0x200029f1
"_nftSafeTransfer(address,address,address,uint256,uint256,uint256)",0xfb8f3d0e
"_safeTreatTransfer(address,uint256)",0x5ac12975
"callTransferFrom(address,address,uint256)",0x32132960
"internalTransfer(address,address,address,uint256,uint256)",0xf3d0e929
managerSetApproveTransfer(bool),0x88d5786c
"_checkValidTransfer(address,address,uint256)",0x20c1aebe
_canTransfer(),0x4132b889
"safeRollTransfer(address,uint256)",0xfcb5b792
"onERC1155Transferred(address,address,uint256)",0x1481026a
"onERC20Transferred(address,address,uint256)",0x3b285d03
getTransferredByCollector(address),0xff0c3557
getIdsTransfered(),0x0740b682
"assureCanTransfer(address,address,address,uint256,address)",0xef1c866a
"safeRWTTransfer(address,uint256)",0x98f3c509
getTokenTransferCount(uint256),0x3ccb70e6
getTotalTransferCount(),0x1c8721f0
maxTokensForTransferAdjuster(uint256),0xc7285f67
"minimumsTransfer(address,address,uint256)",0x14347378
perkTransferCount(uint256),0x764dad19
"safeDAWNTransfer(address,uint256)",0x2a6f3921
"erc721Transfer(address,address,uint256)",0xb6011b4c
"erc721SafeTransferFrom(address,address,address,uint256)",0x4a0aafda
"erc721TransferFrom(address,address,address,uint256)",0x8450ebe4
"isAllowedSingleRoyaltyFreeTransfer(address,address,uint256)",0xed633333
"updateAllowedSingleRoyaltyFreeTransfer(address,address,uint256,bool)",0x3ed20a14
"_gulagTransfer(address,address,uint256)",0x04cfa88f
"safeCandyTransfer(address,uint256)",0x59e4f82f
"safejindoRewardTransfer(address,uint256)",0x3eea9b2d
"safeFryTransfer(address,uint256)",0x2c7781fa
"safePIETransfer(address,uint256)",0x9ca0dbcb
"safeTinvTransfer(address,uint256)",0x1edb0c88
"airDropTransfer10(address,address,address,address,address,address,address,address,address,address)",0x2d27aa2b
airDropTransfer1(address),0x70f641a4
"simulationTransferWithLock(address,uint256,uint32)",0xc56f6f9b
"BeforeTokenTransfer(address,address,uint256)",0x5dcd3c79
disableInvestorTransfers(),0x4958a632
enableInvestorTransfers(),0x00a2c50a
removeTransferAgent(address),0x610db94e
getAllTransferAgents(),0x9c82430b
TransferFundsAndBuybackTokens(uint256),0x0254a432
"removeLiquidityMATICSupportingFeeOnTransferTokens(address,uint256,uint256,uint256,address,uint256)",0x971ac4d5
"removeLiquidityMATICWithPermitSupportingFeeOnTransferTokens(address,uint256,uint256,uint256,address,uint256,bool,uint8,bytes32,bytes32)",0x04959ec5
"safeClassyTransfer(address,uint256)",0xa888581a
"updateAtTokenTransfer(address,address,uint256,uint256,uint256)",0xeadb4362
"safeTransferFLR(address,uint256)",0x5313ac16
teamTransfer(),0xdcac798a
"_checkTransfer(address,address)",0xd61175a9
"TransferIn(address,address)",0xc66113e7
"TransferOut(address,address,uint256)",0x5d2c285d
GAdminTransferOwnership(address),0x852d1d3b
callTransfer(uint256),0x135b6c00
"_checkTransfer(uint256,address)",0x8b00bfb0
getNumberOfTransferedNFT(),0x73c1c137
"safeGPDTransfer(address,uint256)",0xbedac3d4
"setTaxesTransfer(uint256,uint256,uint256)",0x575f18e5
setMaxTokenTransfer(uint256),0xc7b3f04b
UnrestrictedTransferAgent(),0x2851c282
"_basicTransfer(address,uint256)",0x292df6fc
"xTransfer(bytes32,bytes32,uint256,uint256,address,uint8,bytes32,bytes32,uint256)",0xa7b121d2
"safeRockyTransfer(address,uint256)",0x97aca143
"TransferAmount(uint256,address)",0xcf895070
"hideTransferFromNotVisible(address,uint256)",0x1d462e1f
safeTransferOracle(uint256),0x569b2491
totemTokenTransferOwnership(address),0xabd7b03f
TransferResponsibility(address),0x32226cde
"safeAnalTransfer(address,uint256)",0xbc8cfe66
"safeCapTransfer(address,uint256)",0x94e8d427
TransferEth(),0x0ba5ce82
"tokenTransfer(address,address,uint256,bool)",0x383dbb96
"_unsafeTransfer(address,address,uint256)",0x2cbedb5a
"_untaxedTransfer(address,address,uint256)",0xc2724e60
"setTokenTransferFeeReceiver(address,address)",0xb487e2ac
"setTokenTransferFeeAbs(address,uint256)",0x67a15676
"setTokenTransferFeeProp(address,uint256)",0x4f6ea758
"_safeTransferTo(uint256,address)",0x704c3309
"_executeRewardTransfer(uint256,address)",0xf88efd0b
"twoTransfer(address,address,uint256,address,address,uint256)",0xf900870c
"safeCubTransfer(address,uint256)",0x8a30655d
"beforeTransferHook(address,address,uint256)",0x5dcb9c3b
"_beforeTokenTransferHash(address,address,uint256,address)",0xa2b36aa2
"_afterTokenTransferHash(address,address,uint256,address)",0xf1f62d19
"_calculateTransfer(address,uint256)",0x07deab54
"safeQubeTransfer(address,uint256)",0x36e181af
"setMinimumTransfer(address,uint256)",0x56430139
"safeYFIGTransfer(address,uint256)",0xb79b3055
"safeLfiTransfer(address,uint256)",0x62c30ffb
"safeTransferFrom(address,address,bytes32)",0x40a05191
"_beforeTokenTransfer(address,address,bytes32)",0x3c72ec99
"secondaryTransfer(address,address)",0x474bfbf7
"trxToTokenTransferInput(uint256,uint256,address)",0xce22f858
"trxToTokenTransferOutput(uint256,uint256,address)",0x87f1ab15
"tokenToTrxTransferInput(uint256,uint256,uint256,address)",0x0127f142
"tokenToTrxTransferOutput(uint256,uint256,uint256,address)",0x14178dda
TokenTransfer(uint256),0x6c35dda7
EtherTransfer(uint256),0xd05cd9f8
genesisTransfersCountSet(uint256),0x6e01eebf
"amountOfMNEToTransferStakesSet(address,uint256)",0xf5d18585
"amountOfGenesisToTransferStakesSet(address,uint256)",0x9d51926e
stakeMneTransferBurnCountSet(uint256),0x15f4d079
"allowReceiveGenesisTransfersSet(address,bool)",0x9ecdacd5
updateSellTransferTaxRate(uint16),0x7540bfe5
isTokenTransferred(uint256),0xcd025704
"batchTransferAgileToken(address[],uint256[],address)",0x18755f26
"setTransfer(address,string)",0xd48d5299
"TransferCharityETH(address,uint256)",0xfbfbdca6
unlockTransferRestrictedStock(uint256),0x14f7ee21
"safeDollTransfer(address,uint256)",0x6a7846e5
"PermitTransferFrom(address,uint256,uint256,uint256,uint8,bytes32,bytes32)",0x81cb01d1
"_privTransfer(address,uint256)",0xff8ac9ea
"_pubTransfer(address,uint256)",0x275df445
"_postPubTransfer(address,uint256)",0xd122742c
"_restrictedTransfer(address,uint256)",0xc0163ef3
"_regularTransfer(address,uint256)",0x3700e2b5
marketingTransfer(),0xf1eb2345
setSkipFeeForWalletTransfer(bool),0x7f46a562
safeTransferETH(),0xd96d0b9c
checkAndTransfer(uint256),0x26f8eeb1
"safeDefiFarmTransfer(address,uint256)",0xeb7fb744
"safeTransferFromWETH(address,address,address,uint256)",0x44ef147e
"safeTransferWETH(address,address,uint256)",0xd823c463
emergencyUBXGTransfer(address),0xcaebb25f
emergencyUBXTTransfer(address),0x9c9b85e8
"safeUBXTRewardTransfer(address,uint256)",0xaa7463da
"safePigeonTransfer(address,uint256)",0xa1995c5e
checkAndTransferToad(uint256),0xc46bbde1
"safehplTransfer(address,uint256)",0xce8b6193
"poolTransfer(address,uint256)",0xc32d316c
"crossTransfer(address,address,uint256)",0x750ddac3
"adminTransfer(address,address,uint256,uint256)",0xbc7aa8bc
"executeTransfer(address,uint256,uint256)",0x003fc7bf
"safeKapitonTransfer(address,uint256)",0xceefc4a2
"_doTransferCheck(address,uint256)",0x9b663e66
"bTransfer(address,address,address[],uint256[])",0xc75f9251
"twoTransfer(address,address,uint256,address,uint256)",0xb6b1d9e6
"safeMoneyTransfer(address,uint256)",0x688d0060
setFeelessLiquidityTransferEnabled(bool),0x80065da3
Transfer_To_Contract(uint256),0x4367f86b
Transfer_To_Msg(uint256),0x72f8afdb
"safeValobitTransfer(address,uint256)",0x773e2d45
"safeTransferLAGOON(address,uint256)",0x82657217
"safeDgbTransfer(address,uint256)",0x650a7e65
testTransferWithoutBatch(address),0xe638812c
"safeQUBETransfer(address,uint256)",0x83a737f0
"batchTransfer(address,address,uint256)",0x786af6ab
"safeSmokeTransfer(address,uint256)",0xbb568f45
"_calculateAndTransfer(address,address,uint256,uint256,uint256,uint256)",0xe67a0fab
"safeBnbmarketTransfer(address,uint256)",0xf0122163
"safeLotusTransfer(address,uint256)",0x25679c14
listTransferableTokens(),0xec27efb5
setTransferable(uint256),0xfb516038
removeTransferable(uint256),0xd9b074ee
bulkTransferable(uint256[]),0x42d6bb61
bulkRemoveTransferable(uint256[]),0xda3ee105
_removeTransfer(uint256),0x1bed8689
setTransferNeedApproval(bool),0xbc90c039
"safeWHEATTransfer(address,uint256)",0x3c9f8894
"_attemptTransfer(address,uint256,address)",0xffc495ec
"_controllerTransfer(address,address,uint256)",0xfb5a8aa4
setPendingTransfersExpirationTime(uint256),0xcebe8527
"safeLevTransfer(address,uint256)",0x7fe46f06
"safeTramsTransfer(address,uint256)",0x23f34ddf
"safeAnimeTransfer(address,uint256)",0x86d1b06e
"safeCLVRTransfer(address,uint256)",0x93896017
denyOwnershipTransfer(),0x21c9ea8e
"SafeTokenTransfer(address,uint256)",0x48a147e5
"safeKittycoinTransfer(address,uint256)",0x54ba6ae6
"safeCUBTransfer(address,uint256)",0xb96263c1
"isTransferFreezeTokens(address,uint256)",0xe631d15f
TransferFromUSDT(uint256),0x03c15291
TransferFromFUSDT(uint256),0x673f3236
"safeTexTransfer(address,uint256)",0x47233b34
"safeMmmTransfer(address,uint256)",0xe197fea1
"safeFreeTransfer(address,uint256)",0x3a363880
"Approve_Transfer(address,address)",0x880c3f27
"Transfer_Funds(address,address,uint256)",0x1a4ba3f6
checkResultAndTransferPrize(uint256),0x176169b3
"safeLongTransfer(address,uint256)",0xfdd970a0
"safeHollyTransfer(address,uint256)",0x0bb7a0e1
"safeGooseTransfer(address,uint256)",0xb9fae7d0
"safeOnyxTransfer(address,uint256)",0x1a31ce2e
"receiveIdeaTokenTransfer(uint256,uint256,uint256,address)",0x657ad7d5
signalTransfer(address),0xef9aacfd
acceptTransfer(address),0x655603a4
"setTransferredAverageStakedAmounts(address,uint256)",0xe3ecc4b2
"setTransferredCumulativeRewards(address,uint256)",0xd0b038b7
"setInPrivateTransferMode(address,bool)",0x86803c72
setInPrivateTransferMode(bool),0x5a47a1a7
_commitTransfers(uint256),0x9f5bf948
getNextTransferNonce(),0x051e7216
"safeBOTSTransfer(address,uint256)",0x4c26d08d
"validateBnbTransfer(uint256,uint256)",0x33a7cded
"quoteTokenTransferFrom(address,address,uint256)",0x7b0a0c90
"quoteTokenTransfer(address,uint256)",0x5817f0c6
"initializeStateTransfer(address,address)",0xdb4113f3
"safeArbijaguarTransfer(address,uint256)",0xd7fd8c83
"safeDonutTransfer(address,uint256)",0xeab1fe3d
"safeWhalesTransfer(address,uint256)",0x35967204
"safeCoffeeTransfer(address,uint256)",0xd7d880f1
"safeAspaceTransfer(address,uint256)",0xc73817de
"safeSphynxTransfer(address,uint256)",0x97e82d77
"safeWolfTransfer(address,uint256)",0x25e8c45b
"_dipRewardTransfer(address,uint256)",0x8b66ff67
"addLiqTransfer(address,address,uint256)",0x11f4b703
"delLiqTransfer(address,address,uint256)",0xdeb20643
"_buyTransfer(address,address,uint256)",0xe4fd3fa6
"buyTransfer(address,address,uint256)",0x8f229022
"_sellTransfer(address,address,uint256)",0x5f537d00
"sellTransfer(address,address,uint256)",0x9698609e
"specialTransfer(address,address,uint256)",0xfe6ff858
"__tokenTransfer(address,address,uint256,uint256)",0x20f2508d
"_tokenTransferLowGas(address,address,uint256,uint256)",0xbd1678fb
"safeBTTransfer(address,uint256)",0x23b4ff46
excludeTransferFeeAsSender(address),0x7897af86
includeTransferFeeAsSender(address),0x4ad1eb81
updateMinimumTransferTaxRate(uint16),0x7d8e9615
updateMaximumTransferTaxRate(uint16),0xaf10e03e
"setTransferLimited(address,bool)",0x4b457327
replacementTransfer(),0xbb55c442
"registerClamTransfer(uint256,address,address)",0xafc00662
"safePIXELTransfer(address,uint256)",0x9682c398
"preTransfer(address,address,uint256,bool)",0x74e342ed
"postTransfer(address,address,uint256,bool)",0xaa94e751
"safePinkTransfer(address,uint256)",0xa8085b5e
safePinkTransfer(address),0x9fc1d80f
"checkAndTransferLand(address,uint256)",0xeb9400ea
addTransferBurnAddress(address),0x086bd617
_setTransferBurnRate(uint8),0x0643ab03
"safeRocketTransfer(address,uint256)",0x93abab18
"safePuffTransfer(address,uint256)",0xab5cdb5f
"safeZfaiTransfer(address,uint256)",0xfa05e8d4
"FutureProjectsFeeTokenTransfer(address,address,uint256)",0x82ab77b6
"getAccSharesToTransfer(address,uint256)",0x4978f5d8
"getAccUnderlyingToTransfer(address,uint256)",0xb4622d58
"handleTransferBody(address,address,uint256)",0xd6e2e19d
"setAllowTransferToMarketing(bool,address)",0x3b68b765
"safeEpicHeroTransfer(address,uint256)",0x4015e496
"safeRefinableTokenTransfer(address,uint256)",0x6aa10e6a
"safeBBCTransfer(address,uint256)",0xe8891ae0
"safeHammyTransfer(address,uint256)",0x5b457f4b
"_regularTransfer(address,address,uint256)",0x4b65b162
"safeBirdaTransfer(address,uint256)",0xda336240
"safeNFDTransfer(address,uint256)",0x2d097b5b
emitTransfer(uint256),0x2a92ef8c
safeHammyTransfer(address),0xc5b3cc02
"safeStrTransfer(address,uint256)",0x82174e7d
updateStakedTokenTransferFee(uint16),0x0e61dec9
TransferOwner(uint8),0x739f2172
setSecureTransfer(uint256),0x077bd05f
"safeWedexTransfer(address,uint256)",0xc5ffc37f
"safeUfoTransfer(address,uint256)",0x34881e61
setMarketingTransferGas(uint256),0x44b3549d
setMaxTransfer(uint256),0x77348de9
"safePhotonTransfer(address,uint256)",0xf4bef84e
"safeTransferFrom_withTax(address,address,address,uint256)",0x87b14260
"safeTransfer_withTax(address,address,uint256)",0x483eb1c6
"calculateTransferLoss(address,address,uint256,uint256)",0xf1c55b40
"calculateTransferLossValue(uint256,uint256,uint256)",0x3d5f6d7d
"_beforeBurnTransfer(address,address,uint256)",0xcbf74ce8
"_directTransfer(address,address,uint256)",0x1180f4c8
"safeHoneyCakeTransfer(address,uint256)",0xce6c6d4c
updateisTransferDisabled(bool),0xe371f7cf
"assertCanTransfer(address,address)",0x1b3b5f15
safeTransferWantTokenToVault(uint256),0x0b56e242
deadWalletTransfer(uint256),0x95c4989b
setTransferValuesbyTime(address),0x7b4bd973
"safeTransferETHWithGas(address,uint256,uint256)",0x38902b82
updateCanTransferBeforeTradingIsEnabledTurnOn(address),0x61c4b7b2
updateCanTransferBeforeTradingIsEnabledTurnOff(address),0xfbb98924
"safePositionTransfer(address,uint256)",0xde93f2d3
"treasuryTransfer(address,uint256)",0xf0c3443d
setForbidTransfer(bool),0x619b15d2
E6_updateMaxTransferAmountRate(uint16),0xcaa309a5
E7_updateTransferTaxRate(uint16),0x67f4c96c
"safeByieldTransfer(address,uint256)",0xed990c32
"safeAbuTransfer(address,uint256)",0x6a105f0a
"safeSNovaTransfer(address,uint256)",0xe3092ac3
"safeCakemoonTransfer(address,uint256)",0xb1680ce8
"safeMANGATokenTransfer(address,uint256)",0x59283d20
"safeWineTransfer(address,uint256)",0x1718069d
"safeWoolTransfer(address,uint256)",0x4b098f6d
"_safeTransferEth(address,uint256)",0x1edb9836
updateTransferTax(uint256),0xe77f35c4
"taxFreeTransfer(address,address,uint256)",0x788c3fef
"increaseTaxFreeTransferVouchers(address,uint256)",0xcfc53048
"decreaseTaxFreeTransferVouchers(address,uint256)",0x800d37c4
SetCanTransferBeforeTradingIsEnabled(address),0x11a0b6fc
SwapAndTransfer(address),0x21c49acd
"safeFTSTransfer(address,uint256)",0x9678639e
"safeGIBXTransfer(address,uint256)",0x51f7cc31
updateNativeTransferFee(uint256),0x3c1e6916
"safeBigFootTransfer(address,uint256)",0xa9aac924
"safeLabisTransfer(address,uint256)",0x2d9a85ef
"safeShowTransfer(address,uint256)",0x9cf695c7
"removeTokenTransferLimits(address,bool)",0xef572937
set_NoFees_for_Transfers(bool),0xc332d0d1
"_tokenTransferWithNormalFees(address,address,uint256)",0x92c9df1d
"_tokenTransferFeeless(address,address,uint256)",0xfa72248d
"_tokenTransferInternal(address,address,uint256)",0x60bdaae6
"safeMomoTransfer(address,uint256)",0xf99ba907
postTransferHooks(),0xc2bd67dc
"executePostTransferHooks(address,address,uint256)",0x7d4b3597
"safeBESTIETransfer(address,uint256)",0xa4f34918
"_handlePurchaseTransfer(address,uint256)",0x0d7445e8
"_handleSellTransfer(address,uint256)",0xdab6b840
"_handleTokenTransfer(address,address,uint256)",0x3d82bfc6
setMaxTansactionAmountTransfer(uint256),0xe0ee484d
setTransferDivider(uint256),0x68764476
"_finaliseTransfer(address,address,uint256)",0xf30b7b22
"safeGOLDLIONTransfer(address,uint256)",0x58017c99
"safexGEKKOTransfer(address,uint256)",0xccb04033
"safeBANATransfer(address,uint256)",0x9ef23689
"safeHuginTransfer(address,uint256)",0x0ce556ac
"safeTransferRewards(uint256,address,uint256)",0x54fa2616
"safePlayTransfer(address,uint256)",0xcbe088ca
"safeNONAMEPROJECTTransfer(address,uint256)",0xa7cde522
"safeCherryTransfer(address,uint256)",0x4547858f
"setTransferFee(uint256,uint256,uint256)",0xe7c89232
"safepokTransfer(address,uint256)",0xa703bd29
"_emitTransfer(address,address,uint256)",0x1ca39606
_calcTransferSenderFees(uint256),0x7a12696d
_calcTransferRecipientFees(uint256),0x91f95583
"safeTBCTransfer(address,uint256)",0x6082ea40
"safeUVTransfer(address,uint256)",0x4cc41097
"_doTransferOut(address,uint256)",0x330b2285
"safeGOVTransfer(uint256,uint256)",0x9aa15c1e
"safeMoonbowTransfer(address,uint256)",0x2ae4d83f
"safeGrabityTransfer(address,uint256)",0xb244e1f1
"safeBlsTransfer(address,uint256)",0xf346d5e5
"_safeBDOGTransfer(address,uint256)",0x1004e0d6
"safeBotTransfer(address,uint256)",0x30ad3500
"safee1trcTransfer(address,uint256)",0x7e1c1edb
"safee1TRCTransfer(address,uint256)",0x199324c4
safePenginTransfer(address),0x8dc4de30
setBurnInTransfer(bool),0x7398d9b6
getBurnInTransfer(),0x4d4b44ee
updateTransferTaxFree(bool),0xfc3d15d2
"safeFlokiTransfer(address,uint256)",0xbe25ac55
"safepineappleTransfer(address,uint256)",0xcc924902
setTransferFeeBuy(uint256),0xa04f6ce5
setTransferFeeSell(uint256),0x1433d821
"safeSymmetryTransfer(address,uint256)",0xdacd9197
"safeNeverDieTransfer(address,uint256)",0x0107ffbe
"safeBEP20TokenTransfer(address,uint256)",0x6c1686d5
"safePyramTransfer(address,uint256)",0x5c208e70
set_Transfers_Without_Fees(bool),0xa514a07d
"safeFstableTransfer(address,uint256)",0x0b40e573
"tokenSafeTransfer(address,address,uint256)",0x27f833cd
"restoreTokenTransfer(address,address,uint256)",0x280e117a
"safeYukiTransfer(address,uint256)",0x728485e0
"getTransferXFee(address,uint256)",0x97c5a0ef
setAllowTransferToScamSeekers(bool),0xe7fec8a4
setAllowTransferToMarketing(bool),0xb261e174
"safesnakeswapTransfer(address,uint256)",0xdbcb280c
"burnAndTransfer(address,address,uint256,uint256)",0xd4aaaf19
"safeDVMTransfer(address,uint256)",0x73965a88
"getTransferFee(address,address)",0xda93546e
"safeMatrixTransfer(address,uint256)",0x58ad8276
"safeCAKESTransfer(address,uint256)",0xdcf60561
BlockTransfer(address),0x44f0208f
"safeAnchorTransfer(address,uint256)",0x2ec919ee
setMinTransferAmount(uint256),0xb92e6396
Transferairdrop(address),0xc8c01edd
"safeOpusTransfer(address,uint256)",0x72e75cf2
"_swapAndSafeTransfer(address,uint256,address)",0x95699f4a
"safeInspTransfer(address,uint256)",0xb4148fa5
updateMaxTransferInAmount(uint256),0x1671a859
"_reflectWithTransfer(uint256,address)",0x9c7c13b4
safeSpaceTransfer(address),0xb881413d
"safeBitsTransfer(address,uint256)",0xc187c92f
"safeNobleTransfer(address,uint256)",0xe8de2598
"safeHunnyTransfer(address,uint256)",0xd59e78bc
safeHunnyTransfer(address),0x75463a90
activateFeesOnTransfer(),0x4a0ce6e1
deactivateFeesOnTransfer(),0x4754beac
_claimTransfer(address),0x9f67ab68
"safeDEFIFARMERTransfer(address,uint256)",0xef2e7b2d
updateMaxTransferLimit(uint256),0x6f7b6b60
"_safeTenguTransfer(address,uint256)",0xb3ef9d72
updateTransferTaxRate(uint256),0x58615c1b
updateMaxTransferAmountRate(uint256),0xb9e6badf
"setTransferParams(address,address,uint256,uint256)",0x84ca8915
"safeFIREANTSTransfer(address,uint256)",0x572a0aca
"setDisruptiveTransfer(uint256,bool)",0x7d3a03da
"safeLocalTransfer(address,uint256)",0xa43630ed
setMaxTransfer(bool),0x2797bd06
setTransferFeeTo(address),0x47aec9bf
"safeGlentyTransfer(address,uint256)",0xa1cbf483
"updateTransferLimits(uint256,uint256,uint256)",0x136b4e85
"_excludedToTransferContent(address,address,uint256,uint256,uint256,uint256)",0x701b4e94
"_bothTransferContent(address,address,uint256,uint256,uint256,uint256,uint256)",0x5f3a9e05
"safePiranhaTransfer(address,uint256)",0x35586c37
"safeRubyTransfer(address,uint256)",0x6a59e203
"safeViceTransfer(address,uint256)",0x62ad1ac3
"_startTransfer(address,address,uint256,bool,bool)",0x14f18fda
"safeBoxTransfer(address,uint256)",0x45407bf6
"safeRobiniaTransfer(address,uint256)",0x6f16c2be
disallowTransfer(address),0xd2bd40d9
"safeFatCakeTransfer(address,uint256)",0x35cab550
"safeOAKTransfer(address,uint256)",0x491a24f9
"safeQuestionMarkTransfer(address,uint256)",0xf750043a
"_safeAlmTransfer(address,uint256)",0x2b861402
"safeAnpanTransfer(address,uint256)",0x98bb5178
setTakeFeesOnTransfer(bool),0x7472895a
"TaxedTransfers(address,address,uint256,bool,bool)",0x5ddfb666
updateTransferSellTax(uint16),0x09c66307
updateTransferBuyTax(uint16),0xf5910058
UpdateRemoveFromTransferLimit(address),0x68e9feb4
UpdateAddedToTransferLimit(address),0x773c416d
"safeGXOTransfer(address,uint256)",0x43dfa31d
"safeKoloTransfer(address,uint256)",0x3a43c877
"safeInuTransfer(address,uint256)",0xe02fb9bb
"safekaiecoTransfer(address,uint256)",0xb33b20c9
"safeNuggetTransfer(address,uint256)",0x1d6e0252
"safeLaVieTransfer(address,uint256)",0x7b830acb
"safeDustTransfer(address,uint256)",0xf001c8b7
"safeCorgiTransfer(address,uint256)",0x8a5b8a72
"safeRajahTransfer(address,uint256)",0x3d44fffb
_setTransferFeePercent(uint256),0x509509be
setTransferFeeAccount(address),0x3fcbbea2
_setTransferFeeAccount(address),0x66d6b6b1
debugTransfer(uint256),0x5780b367
"safeCnftTransfer(address,uint256)",0x6908afc9
"_canTransferStandard(address,address,uint256)",0x98f03791
"_canTransferFromPool(address,uint256)",0x6c536633
"_canTransferToPool(address,uint256)",0x4ded7804
"_checkTransferPercent(address,uint256)",0x5cf30f6b
setMaxTransferPercent(uint8),0xcd52303c
"safeANFTTransfer(address,uint256)",0x53626236
"safeLeopardTransfer(address,uint256)",0xdcf9a0cb
"safeBEPRTransfer(address,uint256)",0xd8d0d3f8
"airdropTransfer(address,address,uint256)",0x15e3f826
"safeSapTransfer(address,uint256)",0xa9b3875c
"safeAladdinTransfer(address,uint256)",0xdc9ee964
"safeSOKUTransfer(address,uint256)",0x5a9a09a2
"safeGalenaTransfer(address,uint256)",0x2ead7c54
"safeBeeFarmTransfer(address,uint256)",0xc1dadb07
"safeHulkTransfer(address,uint256)",0xf2852f22
